stop_name,stop_id,stop_lat,stop_lon
BDA Complex HSR Layout,1sf,12.91296,77.63807
BDA Complex HSR Layout,4g3,12.91282,77.63805
BDA Complex Koramangala,38i,12.93109,77.62248
BDA Complex Koramangala,570,12.93094,77.62221
BDA Complex Nagarabhavi,2bb,12.97958,77.51064
BDA Complex Nagarabhavi,3iz,12.97938,77.51073
BDA Flats Kommaghatta,wp,12.91473,77.46208
BDA Park Bande Maramma Temple,203,12.96948,77.5148
BDS Nagara,32g,13.0657,77.64308
BDS Nagara,4c6,13.06573,77.64309
BEL Circle,2ay,13.04588,77.55654
BEL Circle,2in,13.04376,77.55806
BEL Circle,3mo,13.04639,77.55583
BEL Circle,4ea,13.0452,77.55669
BEL Circle,4ky,13.04339,77.55713
BEL Circle,ez,13.04402,77.55489
BEL Factory,50g,13.04887,77.55861
BEL Hospital,2r,13.05064,77.55745
BEL Hospital,u8,13.04987,77.55755
BEL Layout Dasanapura,109,13.08929,77.42317
BEL Layout Dasanapura,4c8,13.08927,77.4232
BEL Market,5di,13.05189,77.55192
BEL Market 1,1n8,13.05192,77.55193
BEML Complex,4le,12.91952,77.52033
BEML Complex,6da,12.91973,77.52028
BEML Factory,12j,12.97146,77.65908
BEML Gate,3t0,12.9713,77.6588
BEML Gate,3te,12.97146,77.65859
BEML Layout 5th stage,41r,12.90684,77.52111
BEML Layout 5th stage,4gb,12.90685,77.52137
BEML Layout 5th stage,5ap,12.90684,77.52107
BEML Layout Gate,4bs,12.96083,77.71641
BEML Layout Gate,4ur,12.96054,77.7165
BGS College Chikkaballapura,12c,13.39551,77.72662
BGS College Gate Devagere,5ku,12.84759,77.46868
BGS College Gate Devagere,b4,12.84762,77.46871
BGS Health City Gate Abhiman Studio,139,12.90714,77.49909
BGS Health City Gate Abhiman Studio,2la,12.90706,77.49921
BGS International Residential School,zw,12.84663,77.46205
BGS PU College Thotagere,1wp,13.14427,77.45146
BGS PU College Thotagere,3j8,13.14428,77.45141
BGS School Banandur,152,12.77952,77.39727
BGS School Banandur,6dq,12.77941,77.39728
BHEL,19t,12.8452,77.66026
BHEL,3a4,12.94874,77.53559
BHEL,3au,12.94872,77.53583
BHEL,3n2,12.84506,77.65993
BHEL,yp,12.84492,77.66026
BHEL Concord Layout,55m,12.90822,77.50942
BHEL Layout,y1,12.91624,77.50835
BHEL Layout Cross,2dq,12.91577,77.51103
BHEL Layout Cross,2fq,12.91583,77.51098
BHEL Layout Cross,5uu,12.91617,77.51305
BHEL Layout Maramma Temple,5v4,12.92192,77.5088
BHEL Layout Water Tank,4q4,12.91895,77.50906
BHEL Layout Water Tank,4t,12.91904,77.50901
BIES Kuduregere,2tx,13.06249,77.46974
BK Circle,5a7,12.87062,77.58325
BK Circle,5d7,12.87056,77.58309
BK Circle,9w,12.87067,77.58316
BME-1 NICE Road,2go,12.91943,77.53179
BME-2 NICE Road,4lv,12.89345,77.51346
BMSIT College Campous Yelahanka,3ef,13.1337,77.56811
BMTC Training Centre,3mb,13.01994,77.44841
BMTC Training Centre,52y,13.01991,77.44837
BN Bachegowda Badavane,2sp,12.9627,77.84542
BN Bachegowda Badavane Colony,4as,12.96278,77.84512
BN Bachegowda Badavane Colony,91,12.96279,77.84504
BOB Colony,610,12.89299,77.5864
BP Indian School Nelamangala,1,13.08764,77.37555
BP Indian School Nelamangala,3im,13.0877,77.37529
BPL,1fw,12.98525,77.74828
BPL,3nc,12.88702,77.59697
BPL,3px,12.88691,77.59676
BPL,zx,12.98531,77.74768
BRV Talkies Cubbon Road,53h,12.97911,77.60273
BRV Talkies Cubbon Road,6q,12.97941,77.60223
BSF Yalahanka,5li,13.12912,77.60492
BTL College,5qo,12.81185,77.69485
BTL College,jq,12.8117,77.69472
BTM Layout 16th Main,39v,12.91662,77.60912
BTM Layout 16th Main,3o8,12.9165,77.60932
BTM Layout 16th Main Road,3np,12.91627,77.61014
BTM Layout Water Tank,3yx,12.91667,77.60718
BTM Layout Water Tank,43u,12.91654,77.60711
BTR Garden,1vq,12.89028,77.64662
BTR Garden,32z,12.89033,77.64645
BTS Layout Basaveshwaranagara,26o,12.97707,77.48056
BUC ADM Block,1s6,12.95007,77.50069
BUC ADM Block,6b3,12.95005,77.50086
BUC Ladies Hostel,2dt,12.94187,77.50602
BUC Ladies Hostel,3nt,12.94174,77.5061
BUC Library,4nz,12.9443,77.50421
BUC Library,67e,12.94439,77.50435
BUC Quarters,24s,12.95203,77.49917
BWSSB Quarters Nayandahalli,3gx,12.93987,77.5236
BWSSB Quarters Nayandahalli,3qa,12.94013,77.52412
BWSSB Tavarekere,2do,12.97007,77.39937
BWSSB Tavarekere,5na,12.96999,77.39935
Babusabpalya,2jb,13.02274,77.64721
Babusabpalya,ru,13.0226,77.64702
Babusabpalya 302,1xq,13.02285,77.64747
Bachahalli Gate,16n,13.21205,77.67332
Bachahalli Gate,5fy,13.21219,77.6732
Bachenahatti,2df,12.955,77.30395
Bachenahatti,o6,12.95476,77.30408
Badekatte,2o3,12.81806,77.48975
Badekatte,4xb,12.8181,77.48975
Badrapura,2zf,12.87177,77.42746
Bagalagunte,3h8,13.05665,77.50735
Bagalagunte,535,13.05657,77.50728
Bagalur,2y0,13.13453,77.66797
Bagalur,5m8,13.13468,77.66816
Bagalur,5x8,13.1346,77.6679
Bagalur Colony,2p5,13.14146,77.67118
Bagalur Colony,5u5,13.14146,77.6713
Bagalur Cross,1uy,13.12198,77.61061
Bagalur Cross,2el,13.12211,77.61116
Bagalur Cross,2x4,13.12184,77.61128
Bagalur Cross,5gr,13.12175,77.61129
Bagalur Santhe,2px,13.13334,77.6668
Bagalur Santhe,507,13.13351,77.66675
Bagluru Old police Station,4ee,13.12952,77.66661
Bagluru Old police Station,pl,13.12977,77.6667
Bagmane Tech Park,2vc,12.98065,77.65654
Bagmane Tech Park,5p3,12.98076,77.65642
Bagmane Tech Park (Graphite India),1lg,12.97028,77.70706
Baguru,5vl,12.89645,77.84275
Baguru,668,12.89677,77.84224
Baguru Colony,34t,12.89457,77.8465
Baguru Colony,g4,12.89469,77.84648
Baladimmanahalli,2ld,13.1898,77.74341
Baladimmanahalli,ug,13.18959,77.74336
Balaganahalli Cross,5j1,12.89314,77.94176
Balageranahalli Cross,60j,12.78744,77.73468
Balagere,5fl,12.93963,77.72901
Balagere,5tf,12.9396,77.72902
Balaji Apartment HSR Layout,18z,12.90496,77.64895
Balaji Apartment HSR Layout,47n,12.90497,77.64899
Balaji Badavane Sulikere,289,12.93565,77.44331
Balaji Badavane Sulikere,va,12.93569,77.44328
Balaji Layout,1jk,12.96002,77.48914
Balaji Layout,4yb,12.96005,77.48932
Balaji Layout 100ft Road,4ab,12.87772,77.53984
Balaji Theatre Magadi,1vv,12.96057,77.23686
Balavikas International School,6do,12.96696,77.51453
Balavikas School Gidadakonenahalli,1rj,12.97008,77.4914
Balekatte,3z2,12.9278,77.21031
Balenahalli,3m,12.89576,77.19354
Balepura,1ps,13.1992,77.77896
Balepura,ld,13.19917,77.77892
Balepura Gate,3rg,13.19791,77.77734
Balepura Gate,5ia,13.19786,77.77725
Balepura Gate,5vc,13.19764,77.77686
Baleveeranahalli,24e,13.0186,77.39394
Balluru,52l,12.75424,77.78728
Balluru Cross,14t,12.74971,77.77934
Balluru Cross,4t3,12.74978,77.77932
Baluvanahalli Cross,34g,13.26238,77.80811
Bamboo Bazaar,15f,12.99208,77.60402
Bamboo Bazaar,2nv,12.99192,77.60332
Banahalli,4lg,13.21376,77.91228
Banandur Circle,45t,12.77536,77.39841
Banandur Circle,63p,12.77538,77.39844
Bananduru,3ad,12.77677,77.39795
Bananduru,5oc,12.77677,77.3979
Banarahalli,2ep,12.95716,77.86284
Banasawadi,41b,13.01452,77.65234
Banasawadi,52c,13.01441,77.65102
Banasawadi 100 Feet Road,4fz,13.01513,77.64963
Banasawadi 100 Feet Road,5tm,13.01508,77.64969
Banashankari,10a,12.91631,77.57373
Banashankari,3hn,12.91679,77.57325
Banashankari 1st Stage Muneshwara Block KEB,2aq,12.94211,77.55079
Banashankari 1st Stage Muneshwara Block KEB,4bp,12.94213,77.55061
Banashankari 3rd Stage 3rd Phase,4eo,12.92761,77.55125
Banashankari 3rd Stage 3rd Phase,50i,12.92763,77.5514
Banashankari 5th Stage,1v9,12.9022,77.52809
Banashankari Bus Station,387,12.91765,77.57403
Banashankari Bus Station,3rt,12.91736,77.5727
Banashankari Bus Station,4jm,12.91779,77.57272
Banashankari Hunasemara,2cd,12.91966,77.57413
Banashankari Hunasemara,4ap,12.92097,77.57407
Banashankari Hunasemara,6dd,12.92084,77.57414
Banashankari Post Office,30c,12.92623,77.56995
Banashankari Post Office,3u2,12.92629,77.56991
Banaswadi Fire Station,2sx,13.01131,77.64604
Banawadi,3xh,13.11756,77.25544
Bandaiahanapalya,33j,13.17629,77.45281
Bandaiahanapalya,377,13.17612,77.45279
Bandapura,3hp,12.76981,77.72655
Bandapura,4ik,12.76982,77.72653
Bandapura Gate,22y,13.04174,77.74453
Bandapura Gate,37w,13.04228,77.74459
Bande Bommasandra,1w9,13.07664,77.68072
Bande Bommasandra,2lf,13.07672,77.6809
Bande Bommasandra Cross,22f,13.08121,77.68243
Bande Bommasandra Cross,243,13.08122,77.68243
Bande Inorpalya,4lj,12.9366,77.36241
Bande Inorpalya,4qa,12.93666,77.36236
Bande Kodigehalli,22t,13.17216,77.69082
Bande Kodigehalli palya,1fq,13.1735,77.7063
Bande Kodigehallipalya Cross,1nw,13.17283,77.69107
Bande Kodigehallipalya Cross,85,13.17275,77.691
Bande Maramma Bus Station,4qr,12.96712,77.51591
Bande Mutt Badavane Radiant Enclave,9z,12.91277,77.47358
Bande Mutt Gate Kengeri,16j,12.91916,77.47743
Bande Mutt Gate Kengeri,4xr,12.91902,77.47752
Bande Mutt Kunchugal,2xm,13.10656,77.25913
Bande kodigehalli,15w,13.17202,77.69075
Bandi Reddy Circle,3l9,12.99141,77.56389
Bandi Reddy Circle,3rb,12.99141,77.56384
Bangarappa Nagara,3ij,12.92503,77.52658
Banglow Sulikere,3cb,12.93298,77.45186
Banglow Sulikere,yv,12.93304,77.45183
Banjara Layout,3ig,13.03832,77.66516
Banjara Layout,3p,13.03826,77.66533
Banjarapalya,2ta,12.83053,77.4857
Banjarapalya,69t,12.83047,77.48567
Bank Amruthahalli,280,13.06604,77.59824
Bank Amruthahalli,5eh,13.06601,77.5983
Bank Circle Bashettyhalli,3u0,13.258,77.55271
Bank Circle Bashettyhalli,5i2,13.25811,77.55281
Bank Colony,3ih,12.93864,77.55305
Bank Colony,wm,12.93861,77.55326
Bannerughatta Circle,2yx,12.81386,77.58123
Bannerughatta Circle,5bu,12.81341,77.58124
Bannerughatta Circle,65,12.81382,77.58103
Bannerughatta National Park,120,12.80079,77.57787
Bannerughatta National Park,2vy,12.80092,77.57748
Bannigiri,1nq,12.75686,77.43642
Bannigiri,60u,12.75687,77.43645
Bannigiri Cross,2ng,12.74724,77.43327
Bannigiri Cross,4ho,12.74727,77.43325
Bannikuppe,137,12.84702,77.38389
Bannikuppe,39x,12.847,77.38386
Bannimangala,3j7,13.26019,77.58847
Bapuji Layout Saraswathi Nagara,64k,12.97203,77.52938
Bapujinagara,s7,12.95321,77.54182
Baradi,47s,13.17627,77.36671
Baraguru,2z0,12.95115,77.88386
Basammanahalli,2i7,12.87519,77.35305
Basammanahalli Cross,1tn,12.87484,77.35435
Basammanahalli Cross,3ln,12.8747,77.35432
Basappa Circle,301,12.95624,77.57721
Basappa Circle,3r0,12.95636,77.57717
Basappa Circle,46g,12.95601,77.57728
Basappa Layout Mattahalli,3t6,13.10656,77.45369
Basappa Layout Mattahalli,3v6,13.10653,77.45371
Basappanapalya,3zb,12.83133,77.50046
Basappanapalya,60p,12.83134,77.50052
Basappanapalya Cross,3is,12.84253,77.50237
Basappanapalya Cross,4af,12.84255,77.50238
Basapura Electronic City,61i,12.86416,77.65023
Basava Gangotri Samsthe,1r8,12.88359,77.45044
Basavanagara,5oh,12.96664,77.68279
Basavanagara,8k,12.96682,77.68276
Basavanagara Kengeri,1xw,12.90096,77.46736
Basavanagara Kengeri,58z,12.90106,77.46733
Basavanagudi Police Station,1r6,12.94172,77.57384
Basavanagudi Police Station,4v9,12.94158,77.57374
Basavanahalli,5q,13.11038,77.38823
Basavanahalli,mi,13.11034,77.3882
Basavanahalli Cross,1gg,13.10223,77.38875
Basavanahalli Cross,20y,13.10231,77.38869
Basavanapalya,1d4,12.93227,77.40009
Basavanapalya,3jq,12.93213,77.40007
Basavanapura,1rz,12.84986,77.38333
Basavanapura,2m8,13.22562,77.57649
Basavanapura,2pu,13.22559,77.57657
Basavanapura,3yw,12.84561,77.59433
Basavanapura,5sw,12.84977,77.3835
Basavanapura Church,4ve,12.84671,77.59313
Basavanapura Gate,5z3,12.8463,77.58818
Basavanapura Gate,u0,12.8463,77.58821
Basavanna Devasthana CK Palya,3k8,12.84393,77.60596
Basavanna Devasthana CK Palya,4y3,12.84391,77.60611
Basavanna Temple Hoovinayakanahalli,1oq,13.1679,77.6885
Basavanna Temple Hoovinayakanahalli,vt,13.16788,77.6886
Basavapatna,2fu,12.97027,77.17677
Basavenahalli,2au,13.03857,77.31479
Basavenahalli,w2,13.03853,77.31472
Basavenahalli Colony,1x6,13.03605,77.31433
Basavenahalli Colony,32h,13.03607,77.31428
Basavenahalli Colony,4m4,13.03604,77.3141
Basaveshwara College,1d6,12.99436,77.55276
Basaveshwara College,5c2,12.99439,77.5528
Basaveshwaranagara 2nd Phase,3uu,12.90829,77.461
Basaveshwaranagara Banandur,23b,12.75944,77.40372
Basaveshwaranagara Banandur,lf,12.75942,77.40367
Basaveshwaranagara New Bus Stand,1ku,12.98832,77.5336
Bashettalli,2ax,13.26176,77.5527
Bashettalli,59u,13.26164,77.5526
Bashyam Circle,51m,13.00564,77.57862
Bashyam Circle,6o,13.00473,77.57848
Bashyam Circle Rajajinagara,1bo,12.98458,77.55414
Bashyam Circle Rajajinagara,1td,12.98441,77.5544
Bashyam Circle Rajajinagara,61v,12.98441,77.55398
Bashyam Circle Rajajinagara,pt,12.98391,77.55412
Bashyam Circle Sadashivanagara,33n,13.00628,77.57915
Bashyam Circle Sadashivanagara,40f,13.0062,77.57905
Bata Show Room banashankari,2ql,12.92351,77.57006
Bayalahalli Gate(Bande kodigehalli),2x0,13.16998,77.69009
Bayalahalli Gate(Bande kodigehalli),5v2,13.17001,77.68996
Bayyanapalya,4b7,12.87558,77.54374
Bayyanapalya,5dp,12.87554,77.54355
Bayyandahalli,5nk,13.00609,77.44226
Bayyandahalli,6cv,13.00608,77.44221
Bayyandahalli Colony,1qv,13.00342,77.44235
Bayyandahalli Colony,54c,13.00343,77.44231
Bayyappanahalli,192,13.07154,77.7207
Bayyappanahalli,6by,13.07164,77.7208
Bayyappanahalli Cross,241,12.98525,77.64246
Bayyappanahalli Cross,5ch,12.98559,77.64255
Bayyappanahalli Gate,4vp,12.99157,77.64327
Bayyappanahalli Gate,5vu,12.9916,77.6433
Bayyappanahalli Metro Station,1jn,12.99001,77.65454
Bayyappanahalli Metro Station,dd,12.98967,77.65404
Bayyappanahalli Metro Station  Back Gate,1j8,12.99166,77.65212
Beedi Karmikara Colony,3vs,12.91906,77.471
Beedi Karmikara Colony,6bh,12.92003,77.47146
Beedi Karmikara Colony Gate,2t0,12.92228,77.47492
Beedi Karmikara Colony Gate,2w7,12.92237,77.47478
Beerahalli,1uj,13.15743,77.91538
Beerasandra Chapradakallu,3it,13.28046,77.62049
Beerasandra Chapradakallu,59w,13.28005,77.62042
Beerawara,1co,13.06362,77.27445
Beereshwara Nagara,235,12.88206,77.56537
Begihalli,1st,12.79788,77.60381
Begihalli,2n6,12.79796,77.60381
Beguru,141,13.18348,77.67967
Beguru,1d2,13.13887,77.84328
Beguru,1m5,13.18351,77.67959
Beguru,21x,12.87364,77.62515
Beguru,3wl,13.18356,77.67974
Beguru,5n8,12.87361,77.62535
Beguru Lake,1qr,12.87795,77.62532
Beguru Lake,5ps,12.87783,77.62549
Beguru Nice Road Junction,3pi,12.85445,77.60943
Beguru Nice Road Junction,4kb,12.85446,77.60949
Bekary Chunchaghatta,1wf,12.88652,77.57071
Bekary Chunchaghatta,4r,12.88648,77.57068
Belagumba,56d,12.9949,77.24643
Belenus Hospital Near Carmelram Gate,249,12.90255,77.709
Belenus Hospital Near Carmelram Gate,89,12.90247,77.70891
Bellahalli,469,13.09923,77.64223
Bellahalli,4kq,13.09913,77.64209
Bellahalli Cross,3iw,13.10207,77.63351
Bellahalli Cross,4i2,13.10144,77.63606
Bellahalli Cross,5ey,13.10124,77.63492
Bellahalli Cross,67t,13.10196,77.63362
Bellahalli Cross THS Main Road,pw,13.10113,77.6351
Bellanduru City Light Appartment,21e,12.92412,77.67278
Bellanduru City light Apartment,2w6,12.92493,77.67394
Bellanduru Gate SJP Road,5t0,12.91858,77.66991
Bellanduru Gate SJP Road,bo,12.91864,77.66931
Bellanduru Petrol Bunk,1m7,12.92309,77.6705
Bellanduru Petrol Bunk,546,12.92322,77.6702
Bellathur,3v4,13.00417,77.75694
Bellathur,4x9,13.00405,77.75706
Bellikere,2l4,12.93031,77.79724
Bellikere,e9,12.93038,77.79723
Bellikere Cross,1j4,12.93664,77.79729
Bendiganahalli,2ed,13.06721,77.75758
Bendiganahalli,2gl,13.21756,77.8313
Bendiganahalli,2v8,13.2175,77.8312
Bendiganahalli,48k,12.81443,77.74051
Bendiganahalli,5tl,13.0671,77.75759
Bendiganahalli Cross,4qy,13.20652,77.83465
Bendiganahalli Cross,on,13.20626,77.83458
Bengaluru Central Jail,13n,12.8737,77.66617
Bengaluru Central Jail,561,12.87368,77.66638
Bengaluru Children Hospital,wq,12.90986,77.51342
Bengaluru Children Hospital1,1r9,12.90994,77.51354
Bengaluru Dairy Circle,258,12.93528,77.60129
Bengaluru Dairy Circle,2cc,12.93535,77.60143
Bengaluru Dairy Circle,3an,12.93716,77.60182
Bengaluru Dairy Circle,5a,12.93709,77.60105
Bengaluru Dairy Circle,g0,12.93909,77.6021
Bengaluru High School,5yr,12.95209,77.56749
Bengaluru High School,k2,12.95325,77.56762
Bengaluru University Gate,46e,12.93582,77.51282
Bengaluru University Gate,5hj,12.93573,77.51332
Bengaluru University Gate,69c,12.93537,77.51269
Bengaluru University Quarters,32x,12.95195,77.50025
Bengaluru University Quarters,6c6,12.95176,77.49972
Bennehalli,up,12.71652,77.38354
Benniganahalli,23e,12.99406,77.6632
Benniganahalli,603,12.99428,77.6633
Benniganahalli Bridge,530,12.99718,77.66274
Benniganahalli Bridge,l,12.99714,77.66288
Best County,3h9,13.08932,77.54467
Best County,46i,13.08935,77.5447
Besthamanahalli,37n,12.73084,77.72668
Besthamanahalli,628,12.73087,77.72666
Bethan Byatha,2sa,13.19007,77.48137
Bethan Byatha,8a,13.19002,77.48136
Bethimgere,5nr,12.85694,77.36489
Bethimgere Cross,2xd,12.86714,77.36812
Bethimgere Cross,551,12.86708,77.36815
Bettadasanapura,5k2,12.84157,77.63177
Bettadasanapura,622,12.84158,77.63194
Bettahalasuru Circle,1ra,13.16112,77.61103
Bettahalasuru Circle,f,13.16108,77.61102
Bettahalasuru Cross,5gj,13.1571,77.62336
Bettahalasuru Cross,63n,13.15676,77.62261
Bettahalasuru Cross,zd,13.15656,77.62358
Bettahalasuru Hospital,25r,13.15922,77.61154
Bettahalasuru Hospital,5y0,13.15926,77.61143
Bettahalasuru Village,4t8,13.16285,77.60857
Bettahalasuru Village,69q,13.16278,77.60861
Bettahalli,40g,13.01679,77.4373
Bettahalli,5du,13.16372,77.38641
Bettahalli,nn,13.16378,77.38642
Bettahalli Colony,1rv,13.1621,77.38436
Bettahalli Colony,2ps,13.01532,77.44321
Bettahalli Colony,3z,13.01531,77.44326
Bettahalli Colony,643,13.16215,77.38433
Bettahalli Cross,3qp,13.00812,77.4348
Bettahalli Cross,4ei,13.00817,77.43473
Bettahalli Gate,4c1,13.1821,77.83163
Bettahalli Gate,4p8,13.19325,77.81307
Bettahalli Kaval,1zd,12.73521,77.50922
Bettahalli Kaval,6d6,12.73518,77.50918
Bettahalli Layout,144,13.09238,77.55958
Bettahalli Layout,22e,13.0924,77.55947
Bettahallipalya,2a,13.16176,77.39286
Bettahallipalya,6bx,13.16168,77.39285
Bettakote,17u,13.19941,77.73925
Bettakote,dy,13.19939,77.73921
Bettanahalli Site,1e3,13.21008,77.58793
Bettanahalli Site,yh,13.21012,77.58795
Bettanapalya,75,12.91199,77.44335
Bettenahalli,271,13.20872,77.5882
Bettenahalli,2lk,13.20867,77.5882
Bevina Mara Kannamangala,23n,13.02809,77.76037
Bevina Mara Kannamangala,3qv,13.02801,77.76027
Bhadrappa Layout,3a8,13.0472,77.57339
Bhadrappa Layout,s8,13.04762,77.57598
Bhagwan Mahaveer Jain Hospital,188,12.99059,77.59596
Bhagya Nagara,181,12.86084,77.58551
Bhagya Nagara,1xx,12.86091,77.58543
Bhaktharahalli,41p,13.02196,77.79627
Bhaktharahalli Cross,43w,13.01852,77.78438
Bhakthi Yoga Ashrama,57q,13.02262,77.6893
Bhakthi Yoga Ashrama,5ii,13.02256,77.68928
Bhakthipura Cross,3rl,12.75735,77.76188
Bhakthipura Cross,6c3,12.75742,77.76182
Bhantaraguppe,34f,12.98786,77.27372
Bharath Nagara 1st Phase,dw,12.98118,77.48508
Bharath Nagara 1st Phase,fb,12.98117,77.48513
Bharath Nagara 2nd Stage,1pl,12.97868,77.47781
Bharath Nagara 2nd Stage,2nw,12.97866,77.47789
Bharath Petrol Bunk Thyamagondlu,j0,13.21928,77.29097
Bharathi Nagara,24f,13.13752,77.61764
Bharathi Nagara,4is,13.1374,77.61746
Bharathi Nursing Home Jayanagara,22q,12.93683,77.57396
Bharathi Nursing Home Jayanagara,3tr,12.9369,77.57404
Bharathnagara Sunkadakatte,2u1,12.97958,77.50203
Bharathnagara Sunkadakatte,3l5,12.97957,77.50205
Bhartiya City Chokkanahalli,zj,13.08341,77.64253
Bhattarahalli,512,13.02046,77.70985
Bhattarahalli,524,13.01892,77.70878
Bhattarahalli,6e2,13.01951,77.70898
Bhattarahalli Bank Of India,1n1,13.01521,77.70947
Bhattarahalli Cross,374,13.01618,77.70932
Bhattarahalli Cross,4mq,13.01616,77.70931
Bhavani Nagara 2nd Stage,268,12.96316,77.48186
Bhavani Nagara 2nd Stage,5xa,12.96323,77.48182
Bhavani Nagara 2nd Stage Cross,1rn,12.96075,77.48813
Bhavani Nagara 2nd Stage Cross,2vn,12.96072,77.48821
Bhavapura,29m,13.18427,77.8704
Bheemajyothi Nagara Shankara Mutt,3q5,13.00257,77.54096
Bheemajyothi Nagara Shankara Mutt,40e,13.00219,77.54073
Bheemanakuppe,1fg,12.90409,77.43824
Bheemanakuppe Cross,4lp,12.89465,77.43682
Bheemanakuppe Cross,5qp,12.89479,77.43676
Bhimakanahalli Gate,np,13.13529,77.85584
Bhodhana Hosahalli,1le,12.97884,77.80247
Bhodhana Hosahalli,1pu,12.97886,77.80248
Bhoganahalli,3xf,12.92644,77.70108
Bhokipura,11n,12.73597,77.47426
Bhoopasandra,1cb,13.04247,77.5808
Bhoopasandra,7x,13.04244,77.58086
Bhoopasandra Ayyappa Bakery,5dz,13.04263,77.57715
Bhoopasandra Ayyappa Bakery,5t1,13.04265,77.57706
Bhovi Colony,4at,12.88837,77.67608
Bhovi Colony,95,12.8884,77.67617
Bhovipalya,3n,13.20163,77.64509
Bhovipalya,3sw,13.20209,77.62376
Bhovipalya,418,12.8935,77.79742
Bhovipalya,5nt,13.20166,77.64511
Bhuvanahalli,3c2,13.18513,77.8616
Bhuvanahalli,5zx,13.21793,77.68191
Bhuvanahalli Gate,19u,13.21859,77.6798
Bhuvanahalli Gate,5hr,13.2187,77.67964
Bhuvaneshwari Nagara,2d6,13.0322,77.60487
Bhuvaneshwari Nagara,54f,13.03216,77.60482
Bhuvaneshwari Nagara,5fh,12.92298,77.54904
Bhuvaneshwari Nagara,61p,13.03713,77.49131
Bhuvaneshwari Nagara,mk,12.92295,77.54897
Bhuvaneshwari Nagara 1st Stage,2pe,12.94227,77.4903
Bhuvaneshwari Nagara 1st Stage,391,12.94222,77.49044
Bhuvaneshwari Nagara 2nd Stage,2ak,12.94262,77.48728
Bhuvaneshwari Nagara 2nd Stage,64v,12.94259,77.48713
Bhuvaneshwari Nagara Mahalakshmi Temple,68r,12.92191,77.55084
Bhuvaneshwari Petrol Bunk,2xv,13.1392,77.35126
Bhuvaneshwari Petrol Bunk,ub,13.13876,77.35144
Bible  College Byrathi,3gt,13.07137,77.65145
Bible  College Byrathi,5jd,13.07144,77.65155
Bidadi,30u,12.79678,77.38496
Bidadi,3wa,12.7969,77.38458
Bidadi Railway Station,28v,12.79976,77.39082
Bidadi Railway Station,33e,12.79973,77.39107
Bidalapura,2kb,13.18779,77.7708
Bidalapura Cross,3e9,13.19664,77.77773
Bidalapura Cross,4jr,13.18945,77.76202
Bidaragere,2es,12.71566,77.72302
Bidaraguppe,379,12.80605,77.7833
Bidaraguppe,50q,12.80593,77.7836
Bidaraguppe,6f,12.80585,77.78349
Bidarahalli,2xa,13.06538,77.71704
Bidarahalli,4ct,13.06539,77.71696
Bidarahalli Cross,1fe,13.057,77.71509
Bidarahalli Cross,1xe,13.05692,77.71517
Bidarahalli Cross,po,13.05689,77.71506
Bidarahalli Dargah,46h,13.06834,77.70807
Bidarahalli School,4t6,13.06024,77.71619
Bidarahalli School,5sg,13.05997,77.71626
Bidiganahalli Cross,68e,13.25654,77.80487
Bidiganahalli Cross,lm,13.25652,77.80481
